
========================================================================
                       optimization routine : 2
                     set of starting values : 1
========================================================================
theta2 starting values:
   -2.586421   -0.616377    0.227579   -0.715240   -0.990075   -0.381565    0.358318    0.611703    0.734786    0.618955   -1.817857   -1.368475    0.484120
 
 Iteration   Func-count     min f(x)         Procedure
   404         1495          28290.3         shrink
   405         1496          28290.3         reflect
   406         1497          28290.3         reflect
   407         1498          28290.3         reflect
   408         1499          28290.3         reflect
   409         1501          28290.3         contract outside
   410         1516          28290.3         shrink
   411         1517          28290.3         reflect
   412         1518          28290.3         reflect
   413         1519          28290.3         reflect
   414         1520          28290.3         reflect
   415         1521          28290.3         reflect
   416         1536          28290.3         shrink
   417         1537          28290.3         reflect
   418         1538          28290.3         reflect
   419         1540          28290.3         contract inside
   420         1541          28290.3         reflect
   421         1542          28290.3         reflect
   422         1543          28290.3         reflect
   423         1544          28290.3         reflect
   424         1559          28290.3         shrink
   425         1560          28290.3         reflect
   426         1561          28290.3         reflect
   427         1562          28290.3         reflect
   428         1563          28290.3         reflect
   429         1564          28290.3         reflect
   430         1565          28290.3         reflect
   431         1566          28290.3         reflect
   432         1567          28290.3         reflect
   433         1569          28290.3         contract inside
   434         1570          28290.3         reflect
   435         1571          28290.3         reflect
   436         1572          28290.3         reflect
   437         1573          28290.3         reflect
   438         1575          28290.3         contract inside
   439         1576          28290.3         reflect
   440         1577          28290.3         reflect
   441         1579          28290.3         contract inside
   442         1581          28290.3         contract inside
   443         1596          28290.3         shrink
   444         1597          28290.3         reflect
   445         1598          28290.3         reflect
   446         1599          28290.3         reflect
   447         1600          28290.3         reflect
   448         1601          28290.3         reflect
   449         1603          28290.3         contract outside
   450         1604          28290.3         reflect
   451         1619          28290.3         shrink
   452         1620          28290.3         reflect
   453         1621          28290.3         reflect
   454         1622          28290.3         reflect
   455         1623          28290.3         reflect
   456         1624          28290.3         reflect
   457         1625          28290.3         reflect
   458         1640          28290.3         shrink
   459         1641          28290.3         reflect
   460         1642          28290.3         reflect
   461         1643          28290.3         reflect
   462         1645          28290.3         contract inside
   463         1646          28290.3         reflect
   464         1647          28290.3         reflect
   465         1648          28290.3         reflect
   466         1663          28290.3         shrink
   467         1665          28290.3         contract inside
   468         1666          28290.3         reflect
   469         1667          28290.3         reflect
   470         1669          28290.3         contract outside
   471         1670          28290.3         reflect
   472         1671          28290.3         reflect
   473         1672          28290.3         reflect
   474         1673          28290.3         reflect
   475         1675          28290.3         contract inside
   476         1676          28290.3         reflect
   477         1677          28290.3         reflect
   478         1678          28290.3         reflect
   479         1679          28290.3         reflect
   480         1680          28290.3         reflect
   481         1695          28290.3         shrink
   482         1696          28290.3         reflect
   483         1697          28290.3         reflect
   484         1698          28290.3         reflect
   485         1699          28290.3         reflect
   486         1701          28290.3         contract inside
   487         1703          28290.3         contract inside
   488         1704          28290.3         reflect
   489         1705          28290.3         reflect
   490         1707          28290.3         contract inside
   491         1708          28290.3         reflect
   492         1710          28290.3         contract inside
   493         1725          28290.3         shrink
   494         1727          28290.3         contract outside
   495         1728          28290.3         reflect
   496         1743          28290.3         shrink
   497         1744          28290.3         reflect
   498         1745          28290.3         reflect
   499         1746          28290.3         reflect
   500         1747          28290.3         reflect
   501         1749          28290.3         contract inside
   502         1750          28290.3         reflect
   503         1751          28290.3         reflect
   504         1752          28290.3         reflect
   505         1753          28290.3         reflect
   506         1754          28290.3         reflect
   507         1755          28290.3         reflect
   508         1770          28290.3         shrink
   509         1771          28290.3         reflect
   510         1773          28290.3         contract outside
   511         1774          28290.3         reflect
   512         1775          28290.3         reflect
   513         1776          28290.3         reflect
   514         1791          28290.3         shrink
   515         1792          28290.3         reflect
   516         1793          28290.3         reflect
   517         1794          28290.3         reflect
   518         1795          28290.3         reflect
   519         1796          28290.3         reflect
   520         1797          28290.3         reflect
   521         1798          28290.3         reflect
   522         1799          28290.3         reflect
   523         1800          28290.3         reflect
   524         1801          28290.3         reflect
   525         1803          28290.3         contract inside
   526         1804          28290.3         reflect
   527         1805          28290.3         reflect
   528         1807          28290.3         contract inside
   529         1809          28290.3         contract inside
   530         1811          28290.3         contract inside
   531         1826          28290.3         shrink
   532         1827          28290.3         reflect
   533         1828          28290.3         reflect
   534         1829          28290.3         reflect
   535         1844          28290.3         shrink
   536         1845          28290.3         reflect
   537         1846          28290.3         reflect
   538         1847          28290.3         reflect
   539         1849          28290.3         contract inside
   540         1851          28290.3         contract inside
   541         1852          28290.3         reflect
   542         1853          28290.3         reflect
   543         1855          28290.3         contract inside
   544         1856          28290.3         reflect
   545         1857          28290.3         reflect
   546         1858          28290.3         reflect
   547         1860          28290.3         contract inside
   548         1861          28290.3         reflect
   549         1863          28290.3         contract inside
   550         1878          28290.3         shrink
   551         1879          28290.3         reflect
   552         1880          28290.3         reflect
   553         1881          28290.3         reflect
   554         1882          28290.3         reflect
   555         1883          28290.3         reflect
   556         1884          28290.3         reflect
   557         1885          28290.3         reflect
   558         1887          28290.3         contract inside
   559         1888          28290.3         reflect
   560         1889          28290.3         reflect
   561         1890          28290.3         reflect
   562         1891          28290.3         reflect
   563         1892          28290.3         reflect
   564         1893          28290.3         reflect
   565         1895          28290.3         contract inside
   566         1910          28290.3         shrink
   567         1911          28290.3         reflect
   568         1912          28290.3         reflect
   569         1913          28290.3         reflect
   570         1915          28290.3         contract inside
   571         1930          28290.3         shrink
   572         1932          28290.3         contract outside
   573         1933          28290.3         reflect
   574         1934          28290.3         reflect
   575         1935          28290.3         reflect
   576         1936          28290.3         reflect
   577         1937          28290.3         reflect
   578         1939          28290.3         contract inside
   579         1940          28290.3         reflect
   580         1955          28290.3         shrink
   581         1956          28290.3         reflect
   582         1957          28290.3         reflect
   583         1958          28290.3         reflect
   584         1959          28290.3         reflect
   585         1960          28290.3         reflect
   586         1961          28290.3         reflect
   587         1962          28290.3         reflect
   588         1963          28290.3         reflect
   589         1964          28290.3         reflect
   590         1965          28290.3         reflect
   591         1967          28290.3         contract inside
   592         1968          28290.3         reflect
   593         1969          28290.3         reflect
   594         1984          28290.3         shrink
   595         1985          28290.3         reflect
   596         1986          28290.3         reflect
   597         1987          28290.3         reflect
   598         1988          28290.3         reflect
   599         1989          28290.3         reflect
   600         1990          28290.3         reflect
   601         1991          28290.3         reflect
   602         1992          28290.3         reflect
   603         2007          28290.3         shrink
   604         2008          28290.3         reflect
   605         2009          28290.3         reflect
   606         2010          28290.3         reflect
   607         2012          28290.3         contract inside
   608         2027          28290.3         shrink
   609         2028          28290.3         reflect
   610         2029          28290.3         reflect
   611         2030          28290.3         reflect
   612         2031          28290.3         reflect
   613         2032          28290.3         reflect
   614         2033          28290.3         reflect
   615         2034          28290.3         reflect
   616         2036          28290.3         contract outside
   617         2037          28290.3         reflect
   618         2052          28290.3         shrink
   619         2053          28290.3         reflect
   620         2054          28290.3         reflect
   621         2055          28290.3         reflect
   622         2056          28290.3         reflect
   623         2057          28290.3         reflect
   624         2059          28290.3         contract inside
   625         2061          28290.3         contract inside
   626         2062          28290.3         reflect
   627         2063          28290.3         reflect
   628         2064          28290.3         reflect
   629         2065          28290.3         reflect
   630         2080          28290.3         shrink
   631         2081          28290.3         reflect
   632         2082          28290.3         reflect
   633         2083          28290.3         reflect
   634         2084          28290.3         reflect
   635         2085          28290.3         reflect
   636         2086          28290.3         reflect
   637         2087          28290.3         reflect
   638         2088          28290.3         reflect
   639         2090          28290.3         contract inside
   640         2105          28290.3         shrink
   641         2106          28290.3         reflect
   642         2107          28290.3         reflect
   643         2108          28290.3         reflect
   644         2109          28290.3         reflect
   645         2110          28290.3         reflect
   646         2111          28290.3         reflect
   647         2112          28290.3         reflect
   648         2113          28290.3         reflect
   649         2114          28290.3         reflect
   650         2115          28290.3         reflect
   651         2116          28290.3         reflect
   652         2131          28290.3         shrink
   653         2132          28290.3         reflect
   654         2133          28290.3         reflect
   655         2134          28290.3         reflect
   656         2135          28290.3         reflect
   657         2137          28290.3         contract inside
   658         2152          28290.3         shrink
   659         2153          28290.3         reflect
   660         2154          28290.3         reflect
   661         2155          28290.3         reflect
   662         2156          28290.3         reflect
   663         2157          28290.3         reflect
   664         2158          28290.3         reflect
   665         2159          28290.3         reflect
   666         2161          28290.3         contract outside
   667         2162          28290.3         reflect
   668         2164          28290.3         contract inside
   669         2165          28290.3         reflect
   670         2166          28290.3         reflect
   671         2168          28290.3         contract inside
   672         2170          28290.3         contract inside
   673         2171          28290.3         reflect
   674         2172          28290.3         reflect
   675         2187          28290.3         shrink
   676         2188          28290.3         reflect
   677         2189          28290.3         reflect
   678         2190          28290.3         reflect
   679         2191          28290.3         reflect
   680         2192          28290.3         reflect
   681         2194          28290.3         contract inside
   682         2195          28290.3         reflect
   683         2196          28290.3         reflect
   684         2197          28290.3         reflect
   685         2212          28290.3         shrink
   686         2213          28290.3         reflect
   687         2215          28290.3         contract inside
   688         2216          28290.3         reflect
   689         2217          28290.3         reflect
   690         2218          28290.3         reflect
   691         2219          28290.3         reflect
   692         2234          28290.3         shrink
   693         2235          28290.3         reflect
   694         2236          28290.3         reflect
   695         2237          28290.3         reflect
   696         2238          28290.3         reflect
   697         2239          28290.3         reflect
   698         2240          28290.3         reflect
   699         2241          28290.3         reflect
   700         2242          28290.3         reflect
   701         2244          28290.3         contract inside
   702         2246          28290.3         contract inside
   703         2247          28290.3         reflect
   704         2249          28290.3         contract inside
   705         2250          28290.3         reflect
   706         2251          28290.3         reflect
   707         2252          28290.3         reflect
   708         2253          28290.3         reflect
   709         2254          28290.3         reflect
   710         2269          28290.3         shrink
   711         2270          28290.3         reflect
   712         2271          28290.3         reflect
   713         2272          28290.3         reflect
   714         2273          28290.3         reflect
   715         2275          28290.3         contract outside
   716         2276          28290.3         reflect
   717         2278          28290.3         contract inside
   718         2280          28290.3         contract inside
   719         2281          28290.3         reflect
   720         2296          28290.3         shrink
   721         2297          28290.3         reflect
   722         2298          28290.3         reflect
   723         2299          28290.3         reflect
   724         2300          28290.3         reflect
   725         2301          28290.3         reflect
   726         2302          28290.3         reflect
   727         2303          28290.3         reflect
   728         2304          28290.3         reflect
   729         2305          28290.3         reflect
   730         2306          28290.3         reflect
   731         2321          28290.3         shrink
   732         2323          28290.3         contract outside
   733         2325          28290.3         contract inside
   734         2326          28290.3         reflect
   735         2341          28290.3         shrink
   736         2342          28290.3         reflect
   737         2343          28290.3         reflect
   738         2344          28290.3         reflect
   739         2346          28290.3         contract inside
   740         2361          28290.3         shrink
   741         2362          28290.3         reflect
   742         2364          28290.3         contract outside
   743         2365          28290.3         reflect
   744         2366          28290.3         reflect
   745         2368          28290.3         contract inside
   746         2370          28290.3         contract inside
   747         2372          28290.3         contract inside
   748         2373          28290.3         reflect
   749         2388          28290.3         shrink
   750         2389          28290.3         reflect
   751         2390          28290.3         reflect
   752         2391          28290.3         reflect
   753         2392          28290.3         reflect
   754         2394          28290.3         contract inside
   755         2396          28290.3         contract inside
   756         2397          28290.3         reflect
   757         2399          28290.3         contract inside
   758         2414          28290.3         shrink
   759         2415          28290.3         reflect
   760         2417          28290.3         contract inside
   761         2418          28290.3         reflect
   762         2420          28290.3         contract outside
   763         2421          28290.3         reflect
   764         2422          28290.3         reflect
   765         2423          28290.3         reflect
   766         2425          28290.3         contract inside
   767         2426          28290.3         reflect
   768         2427          28290.3         reflect
   769         2428          28290.3         reflect
   770         2430          28290.3         contract inside
   771         2445          28290.3         shrink
   772         2446          28290.3         reflect
   773         2448          28290.3         contract outside
   774         2449          28290.3         reflect
   775         2450          28290.3         reflect
   776         2451          28290.3         reflect
   777         2452          28290.3         reflect
   778         2453          28290.3         reflect
   779         2454          28290.3         reflect
   780         2455          28290.3         reflect
   781         2470          28290.3         shrink
   782         2472          28290.3         contract outside
   783         2473          28290.3         reflect
   784         2474          28290.3         reflect
   785         2475          28290.3         reflect
   786         2477          28290.3         contract inside
   787         2479          28290.3         contract inside
   788         2481          28290.3         contract inside
   789         2483          28290.3         contract outside
   790         2484          28290.3         reflect
   791         2499          28290.3         shrink
   792         2500          28290.3         reflect
   793         2501          28290.3         reflect
   794         2502          28290.3         reflect
   795         2503          28290.3         reflect
   796         2504          28290.3         reflect
   797         2505          28290.3         reflect
   798         2506          28290.3         reflect
   799         2507          28290.3         reflect
   800         2508          28290.3         reflect
   801         2510          28290.3         contract inside
   802         2511          28290.3         reflect
   803         2512          28290.3         reflect
   804         2514          28290.3         contract inside
   805         2529          28290.3         shrink
   806         2530          28290.3         reflect
   807         2531          28290.3         reflect
   808         2532          28290.3         reflect
   809         2533          28290.3         reflect
   810         2534          28290.3         reflect
   811         2535          28290.3         reflect
   812         2536          28290.3         reflect
   813         2537          28290.3         reflect
   814         2538          28290.3         reflect
   815         2539          28290.3         reflect
   816         2540          28290.3         reflect
   817         2555          28290.3         shrink
   818         2556          28290.3         reflect
   819         2557          28290.3         reflect
   820         2558          28290.3         reflect
   821         2559          28290.3         reflect
   822         2561          28290.3         contract inside
   823         2563          28290.3         contract inside
   824         2564          28290.3         reflect
   825         2565          28290.3         reflect
   826         2566          28290.3         reflect
   827         2568          28290.3         contract inside
   828         2583          28290.3         shrink
   829         2584          28290.3         reflect
   830         2585          28290.3         reflect
   831         2586          28290.3         reflect
   832         2587          28290.3         reflect
   833         2588          28290.3         reflect
   834         2589          28290.3         reflect
   835         2590          28290.3         reflect
   836         2605          28290.3         shrink
   837         2606          28290.3         reflect
   838         2607          28290.3         reflect
   839         2608          28290.3         reflect
   840         2609          28290.3         reflect
   841         2610          28290.3         reflect
   842         2611          28290.3         reflect
   843         2612          28290.3         reflect
   844         2627          28290.3         shrink
   845         2628          28290.3         reflect
   846         2630          28290.3         contract outside
   847         2631          28290.3         reflect
   848         2632          28290.3         reflect
   849         2634          28290.3         contract inside
   850         2635          28290.3         reflect
   851         2636          28290.3         reflect
   852         2637          28290.3         reflect
   853         2638          28290.3         reflect
   854         2640          28290.3         contract outside
   855         2641          28290.3         reflect
   856         2643          28290.3         contract inside
   857         2645          28290.3         contract inside
   858         2647          28290.3         contract inside
   859         2649          28290.3         contract inside
   860         2650          28290.3         reflect
   861         2665          28290.3         shrink
   862         2666          28290.3         reflect
   863         2667          28290.3         reflect
   864         2668          28290.3         reflect
   865         2669          28290.3         reflect
   866         2671          28290.3         contract inside
   867         2672          28290.3         reflect
   868         2673          28290.3         reflect
   869         2688          28290.3         shrink
   870         2689          28290.3         reflect
   871         2690          28290.3         reflect
   872         2691          28290.3         reflect
   873         2692          28290.3         reflect
   874         2707          28290.3         shrink
   875         2708          28290.3         reflect
   876         2709          28290.3         reflect
   877         2710          28290.3         reflect
   878         2711          28290.3         reflect
   879         2712          28290.3         reflect
   880         2713          28290.3         reflect
   881         2714          28290.3         reflect
   882         2715          28290.3         reflect
   883         2716          28290.3         reflect
   884         2718          28290.3         contract inside
   885         2719          28290.3         reflect
   886         2720          28290.3         reflect
   887         2735          28290.3         shrink
   888         2736          28290.3         reflect
   889         2738          28290.3         contract inside
   890         2739          28290.3         reflect
   891         2740          28290.3         reflect
   892         2741          28290.3         reflect
   893         2743          28290.3         contract inside
   894         2745          28290.3         contract inside
   895         2746          28290.3         reflect
   896         2747          28290.3         reflect
   897         2749          28290.3         contract inside
   898         2750          28290.3         reflect
   899         2752          28290.3         contract inside
   900         2753          28290.3         reflect
   901         2754          28290.3         reflect
   902         2769          28290.3         shrink
   903         2770          28290.3         reflect
   904         2771          28290.3         reflect
   905         2772          28290.3         reflect
   906         2773          28290.3         reflect
   907         2775          28290.3         contract inside
   908         2776          28290.3         reflect
   909         2777          28290.3         reflect
   910         2792          28290.3         shrink
   911         2793          28290.3         reflect
   912         2794          28290.3         reflect
   913         2795          28290.3         reflect
   914         2796          28290.3         reflect
   915         2797          28290.3         reflect
   916         2798          28290.3         reflect
   917         2800          28290.3         contract inside
   918         2801          28290.3         reflect
   919         2802          28290.3         reflect
   920         2803          28290.3         reflect
   921         2804          28290.3         reflect
   922         2805          28290.3         reflect
   923         2806          28290.3         reflect
   924         2807          28290.3         reflect
   925         2808          28290.3         reflect
   926         2810          28290.3         contract outside
   927         2811          28290.3         reflect
   928         2826          28290.3         shrink
   929         2827          28290.3         reflect
   930         2828          28290.3         reflect
   931         2829          28290.3         reflect
   932         2830          28290.3         reflect
   933         2831          28290.3         reflect
   934         2832          28290.3         reflect
   935         2833          28290.3         reflect
   936         2834          28290.3         reflect
   937         2836          28290.3         contract inside
   938         2838          28290.3         contract inside
   939         2840          28290.3         contract inside
   940         2842          28290.3         contract inside
   941         2843          28290.3         reflect
   942         2844          28290.3         reflect
   943         2859          28290.3         shrink
   944         2860          28290.3         reflect
   945         2861          28290.3         reflect
   946         2862          28290.3         reflect
   947         2863          28290.3         reflect
   948         2864          28290.3         reflect
   949         2879          28290.3         shrink
   950         2880          28290.3         reflect
   951         2882          28290.3         contract outside
   952         2883          28290.3         reflect
   953         2885          28290.3         contract inside
   954         2887          28290.3         contract inside
   955         2889          28290.3         contract inside
   956         2890          28290.3         reflect
   957         2891          28290.3         reflect
   958         2893          28290.3         contract inside
   959         2894          28290.3         reflect
   960         2896          28290.3         contract inside
   961         2897          28290.3         reflect
   962         2898          28290.3         reflect
   963         2913          28290.3         shrink
   964         2914          28290.3         reflect
   965         2915          28290.3         reflect
   966         2916          28290.3         reflect
   967         2917          28290.3         reflect
   968         2918          28290.3         reflect
   969         2920          28290.3         contract outside
   970         2935          28290.3         shrink
   971         2936          28290.3         reflect
   972         2937          28290.3         reflect
   973         2938          28290.3         reflect
   974         2939          28290.3         reflect
   975         2941          28290.3         contract inside
   976         2942          28290.3         reflect
   977         2943          28290.3         reflect
   978         2944          28290.3         reflect
   979         2945          28290.3         reflect
   980         2947          28290.3         contract inside
   981         2949          28290.3         contract inside
   982         2950          28290.3         reflect
   983         2965          28290.3         shrink
   984         2966          28290.3         reflect
   985         2967          28290.3         reflect
   986         2968          28290.3         reflect
   987         2969          28290.3         reflect
   988         2970          28290.3         reflect
   989         2971          28290.3         reflect
   990         2972          28290.3         reflect
   991         2974          28290.3         contract outside
   992         2975          28290.3         reflect
   993         2976          28290.3         reflect
   994         2977          28290.3         reflect
   995         2978          28290.3         reflect
   996         2979          28290.3         reflect
   997         2981          28290.3         contract inside
   998         2996          28290.3         shrink
   999         2998          28290.3         contract outside
  1000         2999          28290.3         reflect
  1001         3000          28290.3         reflect
  1002         3002          28290.3         contract inside
  1003         3003          28290.3         reflect
  1004         3018          28290.3         shrink
  1005         3019          28290.3         reflect
  1006         3020          28290.3         reflect
  1007         3021          28290.3         reflect
  1008         3022          28290.3         reflect
  1009         3023          28290.3         reflect
  1010         3025          28290.3         contract inside
  1011         3026          28290.3         reflect
  1012         3041          28290.3         shrink
  1013         3042          28290.3         reflect
  1014         3043          28290.3         reflect
  1015         3044          28290.3         reflect
  1016         3059          28290.3         shrink
  1017         3060          28290.3         reflect
  1018         3061          28290.3         reflect
  1019         3063          28290.3         contract inside
  1020         3064          28290.3         reflect
  1021         3065          28290.3         reflect
  1022         3066          28290.3         reflect
  1023         3067          28290.3         reflect
  1024         3068          28290.3         reflect
  1025         3069          28290.3         reflect
  1026         3070          28290.3         reflect
  1027         3071          28290.3         reflect
  1028         3072          28290.3         reflect
  1029         3073          28290.3         reflect
  1030         3074          28290.3         reflect
  1031         3076          28290.3         contract inside
  1032         3078          28290.3         contract inside
  1033         3080          28290.3         contract inside
  1034         3081          28290.3         reflect
  1035         3083          28290.3         contract inside
  1036         3084          28290.3         reflect
  1037         3099          28290.3         shrink
  1038         3100          28290.3         reflect
  1039         3101          28290.3         reflect
  1040         3102          28290.3         reflect
  1041         3103          28290.3         reflect
  1042         3104          28290.3         reflect
  1043         3105          28290.3         reflect
  1044         3107          28290.3         contract outside
  1045         3109          28290.3         contract inside
  1046         3110          28290.3         reflect
  1047         3125          28290.3         shrink
  1048         3126          28290.3         reflect
  1049         3127          28290.3         reflect
  1050         3128          28290.3         reflect
  1051         3130          28290.3         contract outside
  1052         3145          28290.3         shrink
  1053         3146          28290.3         reflect
  1054         3147          28290.3         reflect
  1055         3148          28290.3         reflect
  1056         3149          28290.3         reflect
  1057         3150          28290.3         reflect
  1058         3151          28290.3         reflect
  1059         3152          28290.3         reflect
  1060         3153          28290.3         reflect
  1061         3168          28290.3         shrink
  1062         3169          28290.3         reflect
  1063         3170          28290.3         reflect
  1064         3172          28290.3         contract outside
  1065         3173          28290.3         reflect
  1066         3175          28290.3         contract inside
  1067         3176          28290.3         reflect
  1068         3177          28290.3         reflect
  1069         3178          28290.3         reflect
  1070         3180          28290.3         contract inside
  1071         3195          28290.3         shrink
  1072         3196          28290.3         reflect
  1073         3197          28290.3         reflect
  1074         3198          28290.3         reflect
  1075         3199          28290.3         reflect
  1076         3200          28290.3         reflect
  1077         3201          28290.3         reflect
  1078         3202          28290.3         reflect
  1079         3203          28290.3         reflect
  1080         3204          28290.3         reflect
  1081         3206          28290.3         contract inside
  1082         3207          28290.3         reflect
  1083         3208          28290.3         reflect
  1084         3210          28290.3         contract inside
  1085         3212          28290.3         contract inside
  1086         3214          28290.3         contract inside
  1087         3216          28290.3         contract inside
  1088         3231          28290.3         shrink
  1089         3232          28290.3         reflect
  1090         3233          28290.3         reflect
  1091         3234          28290.3         reflect
  1092         3235          28290.3         reflect
  1093         3237          28290.3         contract outside
  1094         3238          28290.3         reflect
  1095         3239          28290.3         reflect
  1096         3240          28290.3         reflect
  1097         3241          28290.3         reflect
  1098         3242          28290.3         reflect
  1099         3244          28290.3         contract inside
  1100         3245          28290.3         reflect
  1101         3260          28290.3         shrink
  1102         3261          28290.3         reflect
  1103         3262          28290.3         reflect
  1104         3263          28290.3         reflect
  1105         3264          28290.3         reflect
  1106         3265          28290.3         reflect
  1107         3266          28290.3         reflect
  1108         3267          28290.3         reflect
  1109         3269          28290.3         contract inside
  1110         3270          28290.3         reflect
  1111         3271          28290.3         reflect
  1112         3272          28290.3         reflect
  1113         3274          28290.3         contract outside
  1114         3276          28290.3         contract inside
  1115         3278          28290.3         contract inside
  1116         3293          28290.3         shrink
  1117         3294          28290.3         reflect
  1118         3295          28290.3         reflect
  1119         3296          28290.3         reflect
  1120         3297          28290.3         reflect
  1121         3298          28290.3         reflect
  1122         3299          28290.3         reflect
  1123         3301          28290.3         contract inside
  1124         3303          28290.3         contract inside
  1125         3304          28290.3         reflect
  1126         3305          28290.3         reflect
  1127         3306          28290.3         reflect
  1128         3307          28290.3         reflect
  1129         3308          28290.3         reflect
  1130         3310          28290.3         contract inside
  1131         3325          28290.3         shrink
  1132         3326          28290.3         reflect
  1133         3327          28290.3         reflect
  1134         3328          28290.3         reflect
  1135         3329          28290.3         reflect
  1136         3330          28290.3         reflect
  1137         3331          28290.3         reflect
  1138         3332          28290.3         reflect
  1139         3334          28290.3         contract inside
  1140         3349          28290.3         shrink
  1141         3350          28290.3         reflect
  1142         3351          28290.3         reflect
  1143         3352          28290.3         reflect
  1144         3353          28290.3         reflect
  1145         3354          28290.3         reflect
  1146         3369          28290.3         shrink
  1147         3370          28290.3         reflect
  1148         3371          28290.3         reflect
  1149         3372          28290.3         reflect
  1150         3373          28290.3         reflect
  1151         3374          28290.3         reflect
  1152         3375          28290.3         reflect
  1153         3376          28290.3         reflect
  1154         3378          28290.3         contract inside
  1155         3379          28290.3         reflect
  1156         3381          28290.3         contract inside
  1157         3382          28290.3         reflect
  1158         3383          28290.3         reflect
  1159         3385          28290.3         contract inside
  1160         3387          28290.3         contract outside
  1161         3388          28290.3         reflect
  1162         3403          28290.3         shrink
  1163         3404          28290.3         reflect
  1164         3405          28290.3         reflect
  1165         3406          28290.3         reflect
  1166         3407          28290.3         reflect
  1167         3408          28290.3         reflect
  1168         3409          28290.3         reflect
  1169         3411          28290.3         contract inside
  1170         3412          28290.3         reflect
  1171         3413          28290.3         reflect
  1172         3415          28290.3         contract inside
  1173         3430          28290.3         shrink
  1174         3431          28290.3         reflect
  1175         3432          28290.3         reflect
  1176         3433          28290.3         reflect
  1177         3434          28290.3         reflect
  1178         3436          28290.3         contract inside
  1179         3451          28290.3         shrink
  1180         3452          28290.3         reflect
  1181         3453          28290.3         reflect
  1182         3454          28290.3         reflect
  1183         3455          28290.3         reflect
  1184         3456          28290.3         reflect
  1185         3471          28290.3         shrink
  1186         3472          28290.3         reflect
  1187         3473          28290.3         reflect
  1188         3474          28290.3         reflect
  1189         3475          28290.3         reflect
  1190         3476          28290.3         reflect
  1191         3477          28290.3         reflect
  1192         3478          28290.3         reflect
  1193         3479          28290.3         reflect
  1194         3481          28290.3         contract inside
  1195         3483          28290.3         contract inside
  1196         3484          28290.3         reflect
  1197         3486          28290.3         contract inside
  1198         3487          28290.3         reflect
  1199         3488          28290.3         reflect
  1200         3489          28290.3         reflect
  1201         3491          28290.3         contract inside
  1202         3493          28290.3         contract inside
  1203         3508          28290.3         shrink
  1204         3509          28290.3         reflect
  1205         3510          28290.3         reflect
  1206         3511          28290.3         reflect
  1207         3512          28290.3         reflect
  1208         3513          28290.3         reflect
  1209         3514          28290.3         reflect
  1210         3529          28290.3         shrink
  1211         3530          28290.3         reflect
  1212         3531          28290.3         reflect
  1213         3532          28290.3         reflect
  1214         3533          28290.3         reflect
  1215         3534          28290.3         reflect
  1216         3535          28290.3         reflect
